target,tf,mor
BCOR,HNF4G,1
CD99,HNF4G,1
CPQ,HNF4G,1
CREB3L3,HNF4G,1
DUSP9,HNF4G,1
EHF,HNF4G,1
ERBB3,HNF4G,1
FLNB,HNF4G,1
GRAMD4,HNF4G,1
HNF1A,HNF4G,1
HNF1B,HNF4G,1
HPCAL1,HNF4G,1
HSD17B2,HNF4G,1
IQGAP2,HNF4G,1
KCNAB2,HNF4G,1
KDM6B,HNF4G,1
MYLK,HNF4G,1
MYO18A,HNF4G,1
NCOA4,HNF4G,1
NEDD4L,HNF4G,1
PLEC,HNF4G,1
RAB11FIP4,HNF4G,1
RBM47,HNF4G,1
RGS3,HNF4G,1
RNF43,HNF4G,1
RREB1,HNF4G,1
SEC14L1,HNF4G,1
SELENOP,HNF4G,1
SLCO2B1,HNF4G,1
SORBS1,HNF4G,1
SPATS2L,HNF4G,1
SPHK1,HNF4G,1
STK24,HNF4G,1
TACC2,HNF4G,1
TMEM37,HNF4G,1
TMPRSS2,HNF4G,1
VAMP5,HNF4G,1
WNK2,HNF4G,1
BCL2,HOXA1,1
CCND1,HOXA1,1
EPAS1,HOXA1,1
IER3,HOXA1,1
IRF3,HOXA1,1
LYL1,HOXA1,1
MYC,HOXA1,1
NCAM1,HOXA1,1
PCNA,HOXA1,1
PRPH,HOXA1,1
REN,HOXA1,1
TST,HOXA1,1
EMX2,HOXA10,-1
IGFBP1,HOXA10,1
ITGB3,HOXA10,1
PHGDH,HOXA10,-1
BHLHE22,HOXA10,1
CDKN1C,HOXA10,-1
ID2,HOXA10,1
IL11,HOXA10,-1
IL15,HOXA10,1
KLF9,HOXA10,-1
LYL1,HOXA10,1
MYCN,HOXA10,-1
SNAI1,HOXA10,-1
TP53,HOXA10,1
WT1,HOXA10,1
AGTPBP1,HOXA9,1
ARHGAP15,HOXA9,1
CRYZL1,HOXA9,1
DYRK1A,HOXA9,1
GHR,HOXA9,1
GSAP,HOXA9,1
HECW2,HOXA9,1
IPCEF1,HOXA9,1
MAST2,HOXA9,1
NAV2,HOXA9,1
NEMP1,HOXA9,1
NF1,HOXA9,1
PPARG,HOXA9,1
RALGAPA2,HOXA9,1
RERE,HOXA9,1
RGS13,HOXA9,1
RNF111,HOXA9,1
SPAG17,HOXA9,1
SPOCK1,HOXA9,1
TLE4,HOXA9,1
VIM,HOXA9,1
ZNF503,HOXA9,1
TCF4,HOXB13,-1
ADAM7,HOXB13,1
AKAP13,HOXB13,1
ANK3,HOXB13,1
ARHGAP32,HOXB13,1
BNC2,HOXB13,1
CNTN4,HOXB13,1
CNTNAP5,HOXB13,1
COL14A1,HOXB13,1
CTNNAL1,HOXB13,1
DLG2,HOXB13,1
DNAH11,HOXB13,1
DOCK4,HOXB13,1
DOCK9,HOXB13,1
EPB41L2,HOXB13,1
ERG,HOXB13,1
ESR1,HOXB13,1
ESRRG,HOXB13,1
EXOC4,HOXB13,1
FAM19A1,HOXB13,1
FRYL,HOXB13,1
GHR,HOXB13,1
LNX1,HOXB13,1
MAP1B,HOXB13,1
MID1,HOXB13,1
MKL2,HOXB13,1
NFIA,HOXB13,1
NRXN1,HOXB13,1
NUMB,HOXB13,1
PCNX1,HOXB13,1
PDE4D,HOXB13,1
PSD3,HOXB13,1
RALGAPA1,HOXB13,1
RFWD2,HOXB13,1
RFX3,HOXB13,1
RIT2,HOXB13,1
RYR2,HOXB13,1
SEMA3C,HOXB13,1
SGIP1,HOXB13,1
SND1,HOXB13,1
STARD13,HOXB13,1
SVIL,HOXB13,1
TDRD3,HOXB13,1
THRB,HOXB13,1
THSD7A,HOXB13,1
TRIO,HOXB13,1
FGF2,HOXB7,1
ASPH,HOXB7,1
GNG4,HOXB7,1
PPFIBP2,HOXB7,1
PPP5C,HOXB7,1
ABHD11,HOXB7,1
AC006076.1,HOXB7,1
AC007365.1,HOXB7,1
AC007394.3,HOXB7,1
AC009500.2,HOXB7,1
AC011513.4,HOXB7,1
AC022173.2,HOXB7,1
AC062020.2,HOXB7,1
AC067969.2,HOXB7,1
AC104698.2,HOXB7,1
ADORA2B,HOXB7,1
APMAP,HOXB7,1
ARHGAP26,HOXB7,1
ARHGEF38,HOXB7,1
ARID1B,HOXB7,1
ATP6V1D,HOXB7,1
AUTS2,HOXB7,1
BAALC,HOXB7,1
BMI1P1,HOXB7,1
BNC1,HOXB7,1
C10ORF10,HOXB7,1
C10ORF105,HOXB7,1
C10ORF11,HOXB7,1
C12ORF42,HOXB7,1
C7ORF71,HOXB7,1
CACNG1,HOXB7,1
CASZ1,HOXB7,1
CCDC85C,HOXB7,1
CCND1,HOXB7,1
CDKN1B,HOXB7,-1
CNTNAP2,HOXB7,1
COL12A1,HOXB7,1
COPZ2,HOXB7,1
CTB,HOXB7,1
CTC,HOXB7,1
CTD,HOXB7,1
DAPK1,HOXB7,-1
DCAF11,HOXB7,1
EEF2K,HOXB7,1
EGFR,HOXB7,1
EIF2A,HOXB7,1
EPS15L1,HOXB7,1
ETV1,HOXB7,1
EXT1,HOXB7,1
FGF13,HOXB7,1
FOXJ2,HOXB7,1
FRMPD3,HOXB7,1
GLI3,HOXB7,1
GPR84,HOXB7,1
GREB1,HOXB7,1
H3F3C,HOXB7,1
HMGN2P38,HOXB7,1
IKZF3,HOXB7,1
ING3,HOXB7,1
ITGB1BP1,HOXB7,1
KB,HOXB7,1
KCNIP3,HOXB7,1
KIAA1644,HOXB7,1
KMT2E,HOXB7,1
KRT15,HOXB7,1
LINC00458,HOXB7,1
LINC00677,HOXB7,1
LINC00992,HOXB7,1
LINC01526,HOXB7,1
LINC01645,HOXB7,1
LINC01667,HOXB7,1
LINC02062,HOXB7,1
MAL2,HOXB7,1
MAML3,HOXB7,1
MAP1LC3B,HOXB7,1
MAP2,HOXB7,1
MBNL1,HOXB7,1
MEGF11,HOXB7,1
METAZOA_SRP.58,HOXB7,1
MID1,HOXB7,1
MIPOL1,HOXB7,1
MIR181A1HG,HOXB7,1
MIR3174,HOXB7,1
MIR4756,HOXB7,1
MIR606,HOXB7,1
MMP2,HOXB7,1
MMS19,HOXB7,1
MT,HOXB7,1
MYLPF,HOXB7,1
MYO1B,HOXB7,1
NAV2,HOXB7,1
NUDT6,HOXB7,1
NUP93,HOXB7,1
OC90,HOXB7,1
OTX1,HOXB7,1
PAH,HOXB7,1
PBX1,HOXB7,1
PDGFA,HOXB7,1
PHF14,HOXB7,1
PLD1,HOXB7,1
PMEPA1,HOXB7,1
PPP2R5C,HOXB7,1
PRKAG2,HOXB7,1
PRR13,HOXB7,1
RBM5,HOXB7,1
RERE,HOXB7,1
RHOF,HOXB7,1
RN7SL499P,HOXB7,1
RNA5SP136,HOXB7,1
RNA5SP205,HOXB7,1
RNU12,HOXB7,1
RNU4ATAC8P,HOXB7,1
RNU6,HOXB7,1
RNU6ATAC20P,HOXB7,1
RP1,HOXB7,1
RP11,HOXB7,1
RP4,HOXB7,1
RP5,HOXB7,1
RPL21P93,HOXB7,1
RPL26P9,HOXB7,1
RPL31P20,HOXB7,1
RPS6P4,HOXB7,1
SARS2,HOXB7,1
SCGB1D2,HOXB7,1
SH2D3C,HOXB7,1
SHANK2,HOXB7,1
SIL1,HOXB7,1
SLC22A23,HOXB7,1
SNORA11B,HOXB7,1
SNORA25.1,HOXB7,1
SNORD42.1,HOXB7,1
SUSD3,HOXB7,1
TANK,HOXB7,1
THBS2,HOXB7,-1
TPD52L1,HOXB7,1
TPK1,HOXB7,1
TTC1,HOXB7,1
UBXN10,HOXB7,1
UVRAG,HOXB7,1
VEGFA,HOXB7,1
VEZF1,HOXB7,1
VMP1,HOXB7,1
WNT5A,HOXB7,1
ZNF395,HOXB7,1
ZNF587P1,HOXB7,1
ZNF837,HOXB7,1
ZPLD1,HOXB7,1
LCT,HOXC11,1
EEF1A1,HOXC11,1
ELAVL4,HOXC11,1
ESR1,HOXC11,1
MIR34A,HOXC11,1
MT,HOXC11,1
MTATP6P1,HOXC11,1
MTND2P28,HOXC11,1
NCOA1,HOXC11,1
PACERR,HOXC11,1
S100B,HOXC11,1
SLC25A12,HOXC11,1
TERT,HOXC11,1
BAG3,HSF1,-1
HSPA1A,HSF1,1
HSPA1B,HSF1,1
HSPA4,HSF1,1
NAT1,HSF1,1
DNAH17,HSF1,1
HPCAL1,HSF1,1
HSPA6,HSF1,1
MKNK2,HSF1,1
NADK,HSF1,1
STIP1,HSF1,1
UBB,HSF1,1
VEGFA,ID3,-1
DPYSL2,ID3,-1
ENG,ID3,-1
EPAS1,ID3,-1
FYN,ID3,-1
GATA2,ID3,-1
NR4A1,ID3,-1
PRRX2,ID3,-1
SOGA1,ID3,-1
AATBC,ID3,-1
ABCC1,ID3,-1
ABCC3,ID3,-1
ABHD2,ID3,-1
AC000077.2,ID3,-1
AC005592.2,ID3,-1
AC006499.7,ID3,-1
AC007246.3,ID3,-1
AC011288.2,ID3,-1
AC012594.1,ID3,-1
AC018816.3,ID3,-1
AC104534.3,ID3,-1
ACOT11,ID3,-1
ACSM3,ID3,-1
ACSS2,ID3,-1
ACTB,ID3,-1
ACVR1B,ID3,-1
ADAMTS14,ID3,-1
ADARB1,ID3,-1
ADCK1,ID3,-1
ADCY7,ID3,-1
ADGRB2,ID3,-1
ADGRG1,ID3,-1
ADGRV1,ID3,-1
AF064858.6,ID3,-1
AGPAT3,ID3,-1
AGPAT4,ID3,-1
AGTRAP,ID3,-1
AHDC1,ID3,-1
AHI1,ID3,-1
AIF1L,ID3,-1
AIM1L,ID3,-1
ALDH1A2,ID3,-1
ALOX5,ID3,-1
ALPL,ID3,-1
ALX4,ID3,-1
AMPD3,ID3,-1
ANGPT1,ID3,-1
ANK1,ID3,-1
ANKRD55,ID3,-1
ANO10,ID3,-1
ANTXR2,ID3,-1
ANXA11,ID3,-1
AP4S1,ID3,-1
APBA2,ID3,-1
ARHGAP22,ID3,-1
ARHGAP25,ID3,-1
ARHGAP6,ID3,-1
ARHGEF2,ID3,-1
ARID1A,ID3,-1
ARL5A,ID3,-1
ARVCF,ID3,-1
ASIC4,ID3,-1
ASS1,ID3,-1
ASTN2,ID3,-1
ATF7IP2,ID3,-1
ATP2A2,ID3,-1
ATP2A3,ID3,-1
ATP2B2,ID3,-1
ATP2B4,ID3,-1
BACH1,ID3,-1
BBC3,ID3,-1
BCAR3,ID3,-1
BCOR,ID3,-1
BCR,ID3,-1
BHLHE40,ID3,-1
C10ORF128,ID3,-1
C12ORF76,ID3,-1
C14ORF159,ID3,-1
C16ORF45,ID3,-1
C1ORF100,ID3,-1
C1ORF132,ID3,-1
C1ORF167,ID3,-1
C20ORF196,ID3,-1
C20ORF203,ID3,-1
C2CD2,ID3,-1
C6ORF223,ID3,-1
CACNA1A,ID3,-1
CALML3,ID3,-1
CAMK2B,ID3,-1
CAMK2G,ID3,-1
CAP1,ID3,-1
CAPN2,ID3,-1
CAPZB,ID3,-1
CASZ1,ID3,-1
CCDC162P,ID3,-1
CCDC26,ID3,-1
CCDC57,ID3,-1
CCND3,ID3,-1
CCNY,ID3,-1
CCPG1,ID3,-1
CD34,ID3,-1
CDC42EP4,ID3,-1
CDCP1,ID3,-1
CDH23,ID3,-1
CDKN1A,ID3,1
CDKN2A,ID3,1
CDYL,ID3,-1
CIRBP,ID3,-1
CLEC16A,ID3,-1
CLIP1,ID3,-1
CLTCL1,ID3,-1
CMBL,ID3,-1
CMIP,ID3,-1
CNGB1,ID3,-1
COL15A1,ID3,-1
COLGALT2,ID3,-1
CORO1C,ID3,-1
CPEB4,ID3,-1
CPNE5,ID3,-1
CRB2,ID3,-1
CREB3L1,ID3,-1
CREB3L2,ID3,-1
CRTC1,ID3,-1
CSF1,ID3,-1
CSNK1D,ID3,-1
CTB,ID3,-1
CTD,ID3,-1
CTIF,ID3,-1
CTNNA1,ID3,-1
CXXC5,ID3,-1
CYTH1,ID3,-1
DAPK2,ID3,-1
DENND1A,ID3,-1
DFNA5,ID3,-1
DGKZ,ID3,-1
DLEU1,ID3,-1
DLGAP4,ID3,-1
DNAJB6,ID3,-1
DNAJC6,ID3,-1
DNM1,ID3,-1
DNM2,ID3,-1
DTNBP1,ID3,-1
DYRK1A,ID3,-1
ECE1,ID3,-1
EEF2K,ID3,-1
EFHC1,ID3,-1
EGLN3,ID3,-1
EHD1,ID3,-1
EHF,ID3,-1
ELF4,ID3,-1
ELMSAN1,ID3,-1
EML2,ID3,-1
EPB41L1,ID3,-1
EPHB4,ID3,-1
ERCC1,ID3,-1
FAAP20,ID3,-1
FADS1,ID3,-1
FADS2,ID3,-1
FAM102A,ID3,-1
FAM117A,ID3,-1
FAM129B,ID3,-1
FAM178B,ID3,-1
FAM83A,ID3,-1
FAM89A,ID3,-1
FBLN2,ID3,-1
FDXR,ID3,-1
FGD2,ID3,-1
FGGY,ID3,-1
FHAD1,ID3,-1
FHL2,ID3,-1
FIBCD1,ID3,-1
FLNB,ID3,-1
FOXP1,ID3,-1
FSCN1,ID3,-1
GAB2,ID3,-1
GABBR2,ID3,-1
GALM,ID3,-1
GALNT10,ID3,-1
GATAD2A,ID3,-1
GDF15,ID3,-1
GDPD5,ID3,-1
GFI1B,ID3,-1
GFOD1,ID3,-1
GNAZ,ID3,-1
GRAMD4,ID3,-1
GRASP,ID3,-1
GRIP2,ID3,-1
GSE1,ID3,-1
GSN,ID3,-1
HCG20,ID3,-1
HIST1H3PS1,ID3,-1
HK1,ID3,-1
HMCN2,ID3,-1
HMGN2,ID3,-1
HNRNPL,ID3,-1
HPCAL1,ID3,-1
HSPG2,ID3,-1
HYMAI,ID3,-1
IGF1,ID3,-1
IGF2R,ID3,-1
IKZF1,ID3,-1
IQGAP2,ID3,-1
IQSEC1,ID3,-1
IRF1,ID3,-1
ITGB5,ID3,-1
ITPR1,ID3,-1
KAZN,ID3,-1
KCNK1,ID3,-1
KCNK5,ID3,-1
KCNN3,ID3,-1
KCNN4,ID3,-1
KCP,ID3,-1
KDM2B,ID3,-1
KDM4B,ID3,-1
KIAA0232,ID3,-1
KIAA0430,ID3,-1
KIAA0513,ID3,-1
KIAA1324,ID3,-1
KLF9,ID3,-1
KRT8,ID3,-1
KSR1,ID3,-1
LA16C,ID3,-1
LAMB4,ID3,-1
LAMC3,ID3,-1
LAPTM5,ID3,-1
LCP2,ID3,-1
LDLRAD3,ID3,-1
LDLRAP1,ID3,-1
LHFPL2,ID3,-1
LIMD1,ID3,-1
LIMS1,ID3,-1
LINC00649,ID3,-1
LINC00870,ID3,-1
LINC00877,ID3,-1
LINC00885,ID3,-1
LINC00963,ID3,-1
LINC01298,ID3,-1
LINC01451,ID3,-1
LINC01485,ID3,-1
LINC01637,ID3,-1
LINC01816,ID3,-1
LINC01993,ID3,-1
LINC02022,ID3,-1
LINC02028,ID3,-1
LINC02036,ID3,-1
LINC02038,ID3,-1
LINGO1,ID3,-1
LIPC,ID3,-1
LMNA,ID3,-1
LMO2,ID3,-1
LRP2,ID3,-1
LTBP1,ID3,-1
LTBP4,ID3,-1
MACF1,ID3,-1
MAD1L1,ID3,-1
MAN1C1,ID3,-1
MAP3K5,ID3,-1
MAPKAPK2,ID3,-1
MARCH3,ID3,-1
MARK4,ID3,-1
MAST2,ID3,-1
MCF2L2,ID3,-1
MDGA1,ID3,-1
MED15,ID3,-1
MEF2D,ID3,-1
MEGF11,ID3,-1
MGAT3,ID3,-1
MICAL2,ID3,-1
MICAL3,ID3,-1
MIR1260B,ID3,-1
MIR3681HG,ID3,-1
MIR3692,ID3,-1
MIR5093,ID3,-1
MIR5189,ID3,-1
MLXIP,ID3,-1
MPP1,ID3,-1
MPZL1,ID3,-1
MRPS22,ID3,-1
MRVI1,ID3,-1
MSI2,ID3,-1
MSN,ID3,-1
MTSS1,ID3,-1
MYB,ID3,-1
MYO3B,ID3,-1
MYO7A,ID3,-1
NAV1,ID3,-1
NCOR2,ID3,-1
NDST1,ID3,-1
NDUFAF6,ID3,-1
NEK6,ID3,-1
NFATC2,ID3,-1
NFIA,ID3,-1
NFIX,ID3,-1
NKAIN1,ID3,-1
NNMT,ID3,-1
NOL4L,ID3,-1
NOSTRIN,ID3,-1
NSD2,ID3,-1
NTMT1,ID3,-1
NTRK1,ID3,-1
NUP210,ID3,-1
NUP214,ID3,-1
OBSCN,ID3,-1
OSBPL3,ID3,-1
OSBPL6,ID3,-1
PACSIN1,ID3,-1
PCBP1,ID3,-1
PDE4C,ID3,-1
PDGFRB,ID3,-1
PDLIM5,ID3,-1
PDXK,ID3,-1
PHF19,ID3,-1
PHLDB1,ID3,-1
PI4KA,ID3,-1
PIEZO1,ID3,-1
PIK3C2B,ID3,-1
PIK3CB,ID3,-1
PIM1,ID3,-1
PIP4K2A,ID3,-1
PITPNM2,ID3,-1
PKN1,ID3,-1
PLA2G6,ID3,-1
PLAGL1,ID3,-1
PLB1,ID3,-1
PLEC,ID3,-1
PLEKHG5,ID3,-1
PPARGC1B,ID3,-1
PREX1,ID3,-1
PRF1,ID3,-1
PRKAR2B,ID3,-1
PRKCB,ID3,-1
PRR5L,ID3,-1
PTDSS1,ID3,-1
PTK2B,ID3,-1
PTP4A2,ID3,-1
PTP4A3,ID3,-1
PTPN1,ID3,-1
PTPRF,ID3,-1
PTPRJ,ID3,-1
PTPRU,ID3,-1
PVT1,ID3,-1
QRFP,ID3,-1
RAB11FIP1,ID3,-1
RAB31,ID3,-1
RABGAP1L,ID3,-1
RALGDS,ID3,-1
RAP1GAP,ID3,-1
RAPGEF5,ID3,-1
RASSF5,ID3,-1
RBCK1,ID3,-1
RCL1,ID3,-1
RERE,ID3,-1
RGS3,ID3,-1
RN7SL168P,ID3,-1
RN7SL668P,ID3,-1
RN7SL66P,ID3,-1
RNASET2,ID3,-1
RNF217,ID3,-1
RNF220,ID3,-1
RNU5B,ID3,-1
RNU6,ID3,-1
RNU7,ID3,-1
ROR2,ID3,-1
RP1,ID3,-1
RP11,ID3,-1
RP1L1,ID3,-1
RP3,ID3,-1
RP4,ID3,-1
RP5,ID3,-1
RP6,ID3,-1
RPL12P2,ID3,-1
RPS4XP19,ID3,-1
RPS6KA2,ID3,-1
RREB1,ID3,-1
RTN4,ID3,-1
RTN4R,ID3,-1
RUNX1,ID3,-1
SAMD4A,ID3,-1
SCARB1,ID3,-1
SDC3,ID3,-1
SEC14L1,ID3,-1
SECTM1,ID3,-1
SEMA4B,ID3,-1
SEMA4C,ID3,-1
SEPT5,ID3,-1
SEPT9,ID3,-1
SERPINH1,ID3,-1
SGMS1,ID3,-1
SH2B3,ID3,-1
SH3BP5,ID3,-1
SIL1,ID3,-1
SKI,ID3,-1
SLC12A7,ID3,-1
SLC19A1,ID3,-1
SLC22A23,ID3,-1
SLC25A37,ID3,-1
SLC2A1,ID3,-1
SLC37A1,ID3,-1
SLC6A6,ID3,-1
SLC7A8,ID3,-1
SLC9A1,ID3,-1
SMAD3,ID3,-1
SMOX,ID3,-1
SMYD3,ID3,-1
SND1,ID3,-1
SNORA31.16,ID3,-1
SNOZ6.2,ID3,-1
SNX9,ID3,-1
SORBS1,ID3,-1
SOX6,ID3,-1
SPEG,ID3,-1
SPTBN4,ID3,-1
SRC,ID3,-1
SREBF1,ID3,-1
SSBP3,ID3,-1
ST3GAL2,ID3,-1
ST6GAL1,ID3,-1
ST7,ID3,-1
STAT3,ID3,-1
STIM1,ID3,-1
STK10,ID3,-1
STON2,ID3,-1
STXBP5,ID3,-1
SULT2B1,ID3,-1
SYNJ2,ID3,-1
TANC1,ID3,-1
TANGO2,ID3,-1
TARBP1,ID3,-1
TBC1D14,ID3,-1
TBX1,ID3,-1
TBXAS1,ID3,-1
TCF3,ID3,-1
TGFBR3,ID3,-1
TGM2,ID3,-1
TMCC2,ID3,-1
TMCO4,ID3,-1
TMEM120B,ID3,-1
TMEM163,ID3,-1
TMEM164,ID3,-1
TMEM217,ID3,-1
TMSB4X,ID3,-1
TNFAIP8,ID3,-1
TNIP1,ID3,-1
TOP3B,ID3,-1
TPCN1,ID3,-1
TRANK1,ID3,-1
TRIB3,ID3,-1
TSC22D3,ID3,-1
TSPAN14,ID3,-1
TTC39A,ID3,-1
TTC7A,ID3,-1
TTC7B,ID3,-1
TXNRD2,ID3,-1
UBAC1,ID3,-1
UBC,ID3,-1
UBE2H,ID3,-1
UBE3D,ID3,-1
UBXN11,ID3,-1
VANGL2,ID3,-1
VASP,ID3,-1
VCL,ID3,-1
VGLL4,ID3,-1
VPS13D,ID3,-1
WBP1L,ID3,-1
WT1,ID3,-1
XXYLT1,ID3,-1
YDJC,ID3,-1
ZAP70,ID3,-1
ZBTB16,ID3,-1
ZBTB7B,ID3,-1
ZC3H18,ID3,-1
ZC3HAV1,ID3,-1
ZDHHC7,ID3,-1
ZFP36L1,ID3,-1
ZFP36L2,ID3,-1
ZFPM1,ID3,-1
ZFPM2,ID3,-1
ZFYVE28,ID3,-1
ZMIZ1,ID3,-1
ZMYND8,ID3,-1
ZNF295,ID3,-1
ZNRF1,ID3,-1
ZSCAN31,ID3,-1
ARHGAP18,IKZF1,1
ARID1A,IKZF1,1
ATP8B4,IKZF1,1
CDYL,IKZF1,1
CHST11,IKZF1,1
DOCK11,IKZF1,1
ELF4,IKZF1,1
ERC1,IKZF1,1
FAM49B,IKZF1,1
FYB,IKZF1,1
GRAP2,IKZF1,1
IL10RA,IKZF1,1
IQGAP2,IKZF1,1
ITPR1,IKZF1,1
KCNAB2,IKZF1,1
KDM2B,IKZF1,1
LYN,IKZF1,1
MAD1L1,IKZF1,1
NABP1,IKZF1,1
NEK6,IKZF1,1
OSBPL3,IKZF1,1
PIK3AP1,IKZF1,1
PIP4K2A,IKZF1,1
PLB1,IKZF1,1
PREX1,IKZF1,1
PRKCB,IKZF1,1
PTK2B,IKZF1,1
PTPRJ,IKZF1,1
SAMSN1,IKZF1,1
SMAP2,IKZF1,1
SMOX,IKZF1,1
ST6GAL1,IKZF1,1
STK10,IKZF1,1
SUSD1,IKZF1,1
TET3,IKZF1,1
TNFAIP8,IKZF1,1
TRIB3,IKZF1,1
WNT5B,IKZF1,1
ZEB2,IKZF1,1
ZFYVE28,IKZF1,1
CASP7,IRF1,1
CCL5,IRF1,1
CD40,IRF1,1
CDK2,IRF1,-1
CEACAM1,IRF1,1
CIITA,IRF1,1
CXCL10,IRF1,1
CYBB,IRF1,1
DDX58,IRF1,1
DST,IRF1,-1
EIF2AK2,IRF1,1
FOXP3,IRF1,-1
HLA-A,IRF1,1
HLA-G,IRF1,1
IFIT3,IRF1,1
IFNA1,IRF1,1
IFNB1,IRF1,1
IL10,IRF1,1
IL12A,IRF1,1
IL12B,IRF1,1
IL15,IRF1,1
IL27,IRF1,1
IL4,IRF1,1
IL5,IRF1,1
IRF2,IRF1,1
OGN,IRF1,1
PSMB9,IRF1,1
SOCS1,IRF1,1
TAP1,IRF1,1
TAP2,IRF1,1
TNFSF10,IRF1,1
TP53,IRF1,1
CIITA,IRF2,1
TAP1,IRF2,1
ADAR,IRF2,1
APOL3,IRF2,1
CASP7,IRF2,1
CASP8,IRF2,1
NMI,IRF2,1
NR3C1,IRF2,1
AFF1,IRF2,1
APOL2,IRF2,1
ARID1B,IRF2,1
ATF1,IRF2,1
BBC3,IRF2,1
BTN3A1,IRF2,1
BTN3A3,IRF2,1
CEACAM1,IRF2,1
CEP128,IRF2,1
DDX3X,IRF2,1
DPYSL2,IRF2,1
FAM111A,IRF2,1
FAM13A,IRF2,1
FAM208B,IRF2,1
FANCA,IRF2,1
FLT3LG,IRF2,1
FMR1,IRF2,1
FOXP1,IRF2,1
GAB1,IRF2,1
GALK2,IRF2,1
GPBP1L1,IRF2,1
HNRNPF,IRF2,1
HOXB3,IRF2,1
IFIT3,IRF2,1
IKZF4,IRF2,1
IL15RA,IRF2,1
IL1R1,IRF2,1
IL4,IRF2,1
ING1,IRF2,1
ISG15,IRF2,1
KLHL8,IRF2,1
MAX,IRF2,1
MDK,IRF2,1
MICB,IRF2,1
NFE2L2,IRF2,1
NFIC,IRF2,1
NFIX,IRF2,1
NOD1,IRF2,1
NUB1,IRF2,1
PARP14,IRF2,1
PATL1,IRF2,1
PER1,IRF2,1
PNRC2,IRF2,1
PRKD2,IRF2,1
PRPSAP1,IRF2,1
PTMA,IRF2,1
PTPN12,IRF2,1
RARRES3,IRF2,1
RNF111,IRF2,1
SEMA4B,IRF2,1
SEMA4C,IRF2,1
SLC25A22,IRF2,1
SOCS1,IRF2,1
SP140L,IRF2,1
SRBD1,IRF2,1
ST6GAL1,IRF2,1
TAL1,IRF2,1
TGIF1,IRF2,1
UBE2D3,IRF2,1
UBE2L6,IRF2,1
UBR2,IRF2,1
WDR74,IRF2,1
ZC3HAV1,IRF2,1
ZEB2,IRF2,1
ZFP36,IRF2,1
ZNF250,IRF2,1
ZNF566,IRF2,1
ZNF93,IRF2,1
CXCL10,IRF3,1
IFNA1,IRF3,1
IFNB1,IRF3,1
IRF7,IRF3,1
PURA,IRF3,-1
ABCA7,IRF3,1
APOBEC3D,IRF3,1
APOBEC3F,IRF3,1
ABCB9,IRF3,1
ABHD2,IRF3,1
AKAP8L,IRF3,1
ANKRD23,IRF3,1
APOBEC3C,IRF3,1
APOBEC3G,IRF3,1
ARL16,IRF3,1
BABAM1,IRF3,1
BCAS3,IRF3,1
BST2,IRF3,1
CCDC61,IRF3,1
CCL5,IRF3,1
CDCA3,IRF3,1
CEP131,IRF3,1
CLK3,IRF3,1
CNOT3,IRF3,1
CNPY3,IRF3,1
CREB3L4,IRF3,1
CYTH2,IRF3,1
DCAF15,IRF3,1
DDX39A,IRF3,1
ERCC2,IRF3,1
FBXO24,IRF3,1
FOXK2,IRF3,1
GLCCI1,IRF3,1
GPR108,IRF3,1
GTF3C5,IRF3,1
GTPBP6,IRF3,1
HGS,IRF3,1
HKR1,IRF3,1
IFNL1,IRF3,1
KCNAB2,IRF3,1
KIAA0895L,IRF3,1
KMT5A,IRF3,1
KMT5C,IRF3,1
LMBR1L,IRF3,1
LRRC45,IRF3,1
MED24,IRF3,1
MVD,IRF3,1
NARF,IRF3,1
NUBP2,IRF3,1
PABPN1,IRF3,1
PHPT1,IRF3,1
RAB11B,IRF3,1
RAB4B,IRF3,1
RFX1,IRF3,1
RHPN1,IRF3,1
RPL18A,IRF3,1
SHARPIN,IRF3,1
SLC25A28,IRF3,1
TCF3,IRF3,1
TEPSIN,IRF3,1
TMEM160,IRF3,1
TMEM161A,IRF3,1
TMEM94,IRF3,1
TPCN1,IRF3,1
TRAF2,IRF3,1
TYK2,IRF3,1
WBP1,IRF3,1
XRCC3,IRF3,1
ZNF574,IRF3,1
ZNF691,IRF3,1
ZNF775,IRF3,1
CD68,IRF4,-1
FCER2,IRF4,1
BLK,IRF4,1
CFLAR,IRF4,1
CIITA,IRF4,1
ELF4,IRF4,1
FCRL5,IRF4,1
ITGB7,IRF4,1
AFF1,IRF4,1
AHCYL2,IRF4,1
ARHGAP24,IRF4,1
CAST,IRF4,1
CCDC88C,IRF4,1
CDYL,IRF4,1
CTNND2,IRF4,1
CTSC,IRF4,1
CYTH1,IRF4,1
CYTIP,IRF4,1
DGKG,IRF4,1
DIS3L2,IRF4,1
DOCK10,IRF4,1
DTNB,IRF4,1
ELMO1,IRF4,1
ERN1,IRF4,1
FAM129A,IRF4,1
GDI2,IRF4,1
GRAMD3,IRF4,1
IGF1R,IRF4,1
IKZF1,IRF4,1
IKZF3,IRF4,1
IL16,IRF4,1
JAK1,IRF4,1
JARID2,IRF4,1
KALRN,IRF4,1
KBTBD8,IRF4,1
KLHL6,IRF4,1
KSR1,IRF4,1
LPP,IRF4,1
MGLL,IRF4,1
NFKBIZ,IRF4,1
NLRC5,IRF4,1
OSBPL3,IRF4,1
PBX1,IRF4,1
PEAK1,IRF4,1
PIEZO2,IRF4,1
PIK3AP1,IRF4,1
