Node1,Node2,Sign,Weight
CSK,PIK3R5,1,100
CSK,YES1,-1,100
CSNK2A1,ARNT,-1,100
CSNK2A2,HDAC1,1,100
CSNK2A2,NFKB1,1,100
CSNK2A2,NFKBIA,-1,100
CSNK2A2,NMI,1,100
CSNK2A2,SET,-1,100
CSNK2A2,ZHX1,1,100
Cytidine 5'-Monophosphate_m_,CMPK2,1,100
DBF4B,CDC7,1,100
DYRK2,ETS1,1,100
DYRK2,SMAD4,1,100
E2F3,CCNB1,1,100
E2F3,CCNE2,1,100
E2F3,MYC,1,100
EGLN1,EPAS1,1,100
EGLN1,HIF1A,1,100
ELF1,MEIS1,1,100
ELF3,EHF,1,100
ENTPD1,Cytidine-5'-DIphosphate_e_,1,100
EP300,ARNT,1,41
EP300,CPT1A,1,32
EP300,MITF,1,41
EP300,MYC,-1,100
EP300,NCOA2,1,100
EP300,NR4A1,1,100
EP300,SMAD2,1,100
EP300,SMAD3,-1,100
EP300,TP53,1,41
EP300,VDR,1,100
EP300,YY1,1,100
ERF,ETS2,-1,100
ESR1,NCOA2,1,100
ESR1,NRF1,1,100
ESR1,RARA,1,100
ETS1,RUNX1,1,100
ETS2,ETS1,1,100
FOXM1,CCNB1,1,100
FOXM1,MYC,1,100
FOXO3,MEIS2,1,100
FYN,CDC42,1,100
FYN,CDK5,1,100
FYN,MAPT,-1,100
FYN,PIK3CA,1,100
FYN,STAT2,1,100
GATA2,LYL1,1,100
GATA2,MYC,1,100
GGT1,Reduced Glutathione_c_,1,4
GGT2,Reduced Glutathione_c_,1,12
GGT5,Reduced Glutathione_c_,1,30
GGT6_GGTLC2,Reduced Glutathione_c_,1,34
GGT7,Reduced Glutathione_c_,1,20
GLUL,L-Glutamine_c_,1,65
GNAI1,AKT3,1,100
GNAI1,CSK,1,100
GNAI1,FYN,-1,100
GNAI1,MAPK3,1,100
GNAI1,NCOA2,1,100
GNAI1,PIK3R5,1,100
GNAI1,RAPGEF3,1,100
GNAI1,YES1,-1,100
GSK3A,CDK9,1,100
GSK3A,GATA6,-1,100
GSK3A,MAFB,-1,100
GSK3A,MAPT,-1,100
HDAC1,MAFK,-1,100
HDAC1,SMAD2,-1,100
HIF1A,E2F3,1,100
HIF1A,ETS1,1,100
Hydrogen Peroxide_x_,IL6,1,1
Hydrogen Peroxide_x_,TP53,1,1
IFNAR1,IRF9,1,100
IL6,MITF,1,1
IL6,POU2F1,1,1
Inosine_c_,PNP,1,100
IRF1,IRF2,1,100
JUN,CPT1A,-1,50
JUN,ETS1,1,100
JUN,NFKBIA,-1,100
JUN,SPI1,1,100
KAT2B,CIITA,1,100
KAT2B,IRF1,1,100
KAT2B,IRF2,1,100
KAT2B,KLF13,1,100
KAT2B,RBPJ,1,100
KAT2B,SMAD3,1,100
KAT2B,SMAD4,1,100
KMT2A,S-Adenosyl-L-Homocysteine_c_,1,100
L-Glutamate_c_,GGT1,1,4
L-Glutamate_c_,GGT2,1,12
L-Glutamate_c_,GGT5,1,30
L-Glutamate_c_,GGT6_GGTLC2,1,34
L-Glutamate_c_,GGT7,1,20
L-Glutamate_c_,GLUL,1,65
L-Glutamate_c_,LGSN,1,35
LGSN,L-Glutamine_c_,1,35
LRP6,TCF4,1,100
MAP3K10,DYRK2,1,100
MAPK1,CDK2,1,100
MAPK1,CIITA,1,100
MAPK1,CREB3,1,100
MAPK1,ETS1,1,100
MAPK1,FOXO3,-1,100
MAPK1,GATA2,1,100
MAPK1,HIF1A,1,100
MAPK1,JUN,1,100
MAPK1,MKNK2,1,100
MAPK1,MYC,1,100
MAPK1,NFKB1,1,100
MAPK1,NFKBIA,-1,100
MAPK1,PARP1,1,100
MAPK1,POU5F1,-1,100
MAPK1,SMAD3,1,100
MAPK1,SMAD4,1,100
MAPK1,SP3,1,100
MAPK1,STAT2,1,100
MAPK1,STAT3,1,100
MAPK1,UBTF,-1,100
MAPK10,ETS1,1,100
MAPK10,JUN,1,100
MAPK10,SMAD3,1,100
MAPK10,ZHX1,1,100
MAPK14,MITF,1,25
MAPK14,TP53,1,25
MAPK3,CEBPA,-1,100
MAPK3,CIITA,-1,100
MAPK3,EP300,1,100
MAPK3,ESR1,1,100
MAPK3,LRP6,1,100
MAPK3,MAPKAPK2,1,100
MAPK3,MAPT,1,100
MAPK3,MAZ,1,100
MAPK3,RARA,1,100
MAPK3,SMAD2,1,100
MAPK3,TFCP2,-1,100
MAPK8,FOSL1,1,100
MAPK8,IRF1,1,100
MAPK8,JUN,1,100
MAPK8,MYC,1,100
MAPK8,NFKB1,1,100
MAPK8,NR4A1,-1,100
MAPK8,RXRA,-1,53
MAPK8,SMAD3,1,100
MAPK8,SMAD4,1,100
MAPK8,STAT3,1,100
MAPK8,SUMO1,1,100
MAPK8,ZHX1,1,100
MAPK9,ETS1,1,100
MAPK9,JUN,1,100
MAPK9,MYC,1,100
MAPK9,RXRA,-1,53
MAPK9,SMAD3,1,100
MAPK9,SMAD4,1,100
MAPK9,STAT3,1,100
MAPK9,ZHX1,1,100
MAPKAPK2,CREB1,1,5
MEN1,KMT2A,1,100
MEN1,NFKB1,-1,100
Metab__cdpdag_hs_m_,CRLS1,1,1
Metab__cdpdag_hs_m_,PGS1,1,99
MITF,ACP5,1,100
MKNK2,ATF4,1,100
MYC,BCAT1,1,100
MYC,CCNB1,1,100
MYC,NME1,1,48
MYC,NME2,1,52
MYC,ZBTB17,-1,100
NFATC2,IKZF1,1,100
NFKB1,MYC,1,100
NFKB1,POU2F2,1,100
NME1,NME1_NME2,1,38
NME1,NME2_NME1,1,58
NME1_NME2,Cytidine-5'-DIphosphate_n_,1,52
NME2,NME1_NME2,1,14
NME2,NME2_NME1,1,90
NME2_NME1,Cytidine-5'-DIphosphate_c_,1,100
NME2_NME1,Cytidine-5'-DIphosphate_n_,1,48
NMI,CCNB1,1,100
NMI,CCNH,1,100
NOS1,L-Citrulline_c_,1,100
NR0B2,CEBPA,-1,100
NR0B2,ESR1,1,100
NR0B2,ESRRA,1,100
NR0B2,HNF4A,1,100
NR0B2,NFKBIA,1,100
NR0B2,RARA,1,100
NT5E,2-Deoxyadenosine_c_,1,42
NT5E,Adenosine_e_,1,59
NT5E,Inosine_c_,1,52
NT5E,Uridine_e_,1,100
P4HA2,Succinate_c_,1,100
P4HA2,Succinate_m_,1,100
PAK1,ELF3,1,100
PAK1,ESR1,1,100
PAK1,IRF3,1,100
PAK1,MAX,1,100
PAK1,MEN1,1,100
PAK1,MTA1,1,100
PAK1,TEAD1,1,100
PAK2,JUN,1,100
PARP1,HIF1A,1,100
PARP1,NFKB1,1,100
PARP1,ZEB1,1,100
PAX8,WT1,1,100
PDE10A,Guanosine-5'-Monophosphate_c_,1,96
PDE10A,Guanosine-5'-Monophosphate_g_,1,100
PDE9A,Guanosine-5'-Monophosphate_c_,1,4
PDE9A,Guanosine-5'-Monophosphate_n_,1,100
PDPK1,AKT3,1,100
PDPK1,MAPK3,1,100
PDPK1,PAK1,1,100
PDPK1,PRKACA,1,100
PDPK1,PRKCA,1,100
PDPK1,PRKCD,1,100
PDPK1,PRKCE,1,100
PGS1,Cytidine 5'-Monophosphate_m_,1,99
PIK3CA,BTK,1,100
PIK3CA,CDC42,1,100
PIK3CA,MAPK3,-1,100
PIK3CA,MAPK8,1,100
PIK3CA,MYC,1,100
PIK3CA,NFKB1,1,100
PIK3CA,STAT3,1,100
PIK3CA,ZBTB7A,1,100
PIK3R5,AKT3,1,100
PIK3R5,PDPK1,1,100
PLD1,Ethanolamine_c_,1,99
PLD2,Ethanolamine_c_,1,1
PNP,Adenine_c_,1,100
PNP,Adenosine_c_,1,100
PNP,Alpha-D-Ribose 1-Phosphate_c_,1,100
PNP,Hypoxanthine_c_,1,100
POU2F1,PDE9A,1,100
PPARA,ACAA1,1,47
PPARA,CPT1C,1,17
PPP2CB,AKT3,-1,100
PPP2CB,ELF1,-1,100
PRKAA1,CDK2,1,1
PRKAA1,EP300,-1,17
PRKAA1,HNF4A,-1,1
PRKAA1,MAPK8,1,1
PRKAA1,POU2F1,-1,53
PRKAA1,TP53,1,1
PRKACA,CREB1,1,5
PRKACA,CREBBP,1,28
PRKACA,EP300,1,41
PRKACA,NOS1,-1,100
PRKACA,PDE10A,1,100
PRKACA,PLD1,1,99
PRKACA,PPARA,1,47
PRKACA,PRKAA1,-1,53
PRKCA,ACO1,-1,100
PRKCA,GSK3A,-1,100
PRKCA,MAPK14,1,25
PRKCA,MAPK3,1,100
PRKCA,MTA1,1,100
PRKCA,NFKBIA,1,100
PRKCA,NOS1,-1,100
PRKCA,PAX8,1,100
PRKCA,PLD1,1,99
PRKCA,PLD2,1,1
PRKCA,PPARA,1,47
PRKCA,PRKG1,1,100
PRKCA,RARA,1,100
PRKCA,RXRA,1,53
PRKCD,ERF,1,100
PRKCD,GSK3A,-1,100
PRKCD,HMGA1,-1,100
PRKCD,KLF5,1,100
PRKCD,MAPK1,-1,100
PRKCE,MAPK1,-1,100
PRKCE,PLD1,1,99
PRKDC,POU2F1,-1,46
PRKG1,CREB1,1,5
PRKG1,MAPK14,1,25
PRKG1,PRKCE,1,100
Propanoyl Coenzyme A_m_,CRAT,1,100
Propanoyl Coenzyme A_x_,CRAT,1,100
RAPGEF3,MAPK3,1,100
RAPGEF3,TERF2IP,1,100
RBPJ,SPI1,1,100
RUNX1,SPI1,1,100
RXRA,ACAA1,1,53
RXRA,CPT1A,1,20
RXRA,CPT1C,1,33
S-Adenosyl-L-Homocysteine_c_,AHCY,1,43
S-Adenosyl-L-Homocysteine_c_,AHCYL1,1,15
SET,PPP2CB,-1,100
SIRT2,KAT2B,-1,100
SMAD2,ZEB2,1,100
SMAD3,AHR,1,100
SMAD3,PAX8,-1,100
SMAD4,AHR,1,100
SMAD4,ATF1,1,100
SMAD4,E2F4,1,100
SMAD4,JUN,1,100
SMAD4,MYC,1,100
SMAD4,TCF7L1,1,100
SMAD4,TFDP1,1,100
SP1,CPT1A,-1,50
SP1,ENTPD1,1,100
SRPK2,MTA1,1,100
SRPK2,PRKACA,1,100
SRPK2,PRKCD,1,100
STAT1,CREBBP,-1,28
STAT2,MYC,1,100
STAT3,HIF1A,1,100
STAT3,IFNAR1,1,100
STAT3,MYC,1,100
STAT3,SPI1,1,100
SUMO1,ATF7,-1,100
SUMO1,HDAC1,1,100
SUMO1,SMAD4,1,100
TCF7L1,FOSL1,1,100
TCF7L1,JUN,1,100
TCF7L1,MYC,1,100
TCF7L1,PPARD,1,100
TERF2IP,CALM1,1,100
TFDP1,CCNB1,1,100
TFDP1,MYC,1,100
TP53,P4HA2,1,100
TRPC1,BMPR2,1,100
TXN,ARNT,1,100
TXN,NFKB1,1,100
UPP2,Uridine_c_,1,100
WT1,MYC,-1,100
WT1,MYCN,-1,100
WT1,VDR,1,100
YES1,CDC42,1,100
YES1,FYN,1,100
YES1,MAPK1,1,100
YES1,PAK2,1,100
YES1,SMAD4,1,100
YES1,TXN,1,100
YY1,ADA,1,41
YY1,JUN,-1,100
YY1,TP53,1,41
YY1,ZNF175,1,100
ZBTB17,CEBPD,-1,100
ZBTB7A,NFKB1,1,100
ZEB1,GRHL2,-1,100
